time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-09-12T01:21:46.810Z,33.4908333,-116.7766667,7.67,0.6,ml,13,71,0.1031,0.16,ci,ci38057255,2018-09-12T13:17:24.620Z,"10km ENE of Aguanga, CA",earthquake,0.34,1.48,0.087,11,reviewed,ci,ci
2018-09-12T01:18:10.250Z,36.035,-120.609,0.95,1.12,md,25,99,0.0353,0.07,nc,nc73083460,2018-09-12T02:50:02.884Z,"22km NW of Parkfield, CA",earthquake,0.42,1.78,0.365,9,reviewed,nc,nc
2018-09-12T01:15:47.430Z,19.1043,-68.104,53,3.14,md,5,277,0.6523,0.22,pr,pr2018255004,2018-09-12T08:36:53.480Z,"65km NNE of Punta Cana, Dominican Republic",earthquake,3.99,8.4,0.04,5,reviewed,pr,pr
2018-09-12T01:14:43.020Z,19.3956661,-155.274826,0.65,1.75,md,16,48,0.001155,0.11,hv,hv70589097,2018-09-12T01:17:50.820Z,"5km SW of Volcano, Hawaii",earthquake,0.23,0.31,0.21,12,automatic,hv,hv
2018-09-12T01:01:32.714Z,68.7334,-148.6306,0.1,2,ml,,,,1.62,ak,ak20251818,2018-09-12T01:13:51.824Z,"143km ENE of Anaktuvuk Pass, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-09-12T00:59:45.955Z,68.7483,-148.2923,0,2.1,ml,,,,0.83,ak,ak20251815,2018-09-12T01:04:29.690Z,"132km WNW of Arctic Village, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-09-12T00:54:11.834Z,68.7044,-148.3794,0,1.8,ml,,,,1.01,ak,ak20251812,2018-09-12T01:02:49.182Z,"133km WNW of Arctic Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-09-12T00:40:47.105Z,69.3214,-144.1591,3.1,2.6,ml,,,,0.69,ak,ak20251803,2018-09-12T01:01:08.590Z,"92km SSW of Kaktovik, Alaska",earthquake,,3.1,,,automatic,ak,ak
2018-09-12T00:31:55.890Z,33.5016667,-116.7976667,2.65,1.22,ml,38,44,0.01091,0.21,ci,ci38057239,2018-09-12T13:17:40.977Z,"9km NE of Aguanga, CA",earthquake,0.22,0.44,0.155,26,reviewed,ci,ci
2018-09-12T00:29:40.508Z,68.953,-146.574,0,2.1,ml,,,,0.69,ak,ak20251775,2018-09-12T00:51:15.634Z,"101km NNW of Arctic Village, Alaska",earthquake,,1.2,,,automatic,ak,ak
2018-09-12T00:29:37.336Z,60.1192,-140.6627,0,1.4,ml,,,,0.73,ak,ak20251773,2018-09-12T00:33:51.261Z,"82km NW of Yakutat, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-09-12T00:28:12.420Z,45.6902,149.9444,112.42,5,mb,,133,5.135,1.06,us,us2000hd70,2018-09-12T00:46:56.040Z,"169km ENE of Kuril'sk, Russia",earthquake,9.7,7.4,0.024,574,reviewed,us,us
2018-09-12T00:26:21.196Z,39.5447,-119.1998,9.1,2.4,ml,25,107.8,0.219,0.1551,nn,nn00656184,2018-09-13T02:05:08.362Z,"8km SSE of Fernley, Nevada",earthquake,,2,0.31,12,reviewed,nn,nn
2018-09-12T00:24:58.416Z,68.9596,-146.6013,14.9,1.7,ml,,,,0.6,ak,ak20251784,2018-09-12T18:26:47.307Z,"102km NNW of Arctic Village, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-09-12T00:22:35.660Z,33.4933333,-116.7956667,4.18,0.94,ml,29,44,0.01939,0.16,ci,ci38057231,2018-09-12T14:47:24.670Z,"8km NE of Aguanga, CA",earthquake,0.17,0.4,0.045,11,reviewed,ci,ci
2018-09-12T00:21:39.470Z,19.486,-68.1633,31,3.24,md,12,288,0.9962,0.75,pr,pr2018255003,2018-09-12T08:36:19.752Z,"103km NNE of Punta Cana, Dominican Republic",earthquake,5.97,48.08,0.26,10,reviewed,pr,pr
2018-09-12T00:20:27.210Z,17.969,-67.1165,15,1.93,md,7,279,0.038,0.14,pr,pr2018255002,2018-09-12T08:35:31.992Z,"7km E of Pole Ojea, Puerto Rico",earthquake,1.09,0.68,0.2,5,reviewed,pr,pr
2018-09-12T00:20:20.800Z,33.4946667,-116.7651667,7.74,0.31,ml,22,52,0.09877,0.16,ci,ci38057223,2018-09-12T14:41:01.558Z,"11km SW of Anza, CA",earthquake,0.2,1.01,0.063,9,reviewed,ci,ci
2018-09-12T00:17:46.166Z,59.8188,-152.085,30.8,1.1,ml,,,,0.98,ak,ak20251769,2018-09-12T00:20:58.573Z,"14km WNW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-09-12T00:08:33.198Z,68.917,-147.7709,1.6,2.5,ml,,,,0.66,ak,ak20251761,2018-09-12T00:16:17.362Z,"126km NW of Arctic Village, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-09-12T00:04:36.380Z,68.8709,-147.7739,0,2.1,ml,,,,0.7,ak,ak20251758,2018-09-12T00:16:17.657Z,"123km NW of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-09-11T23:51:50.712Z,60.1292,-152.8226,105.8,1.3,ml,,,,0.28,ak,ak20251750,2018-09-11T23:55:01.764Z,"39km S of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-09-11T23:45:08.480Z,36.3441,76.3652,73.21,4.5,mb,,80,3.698,0.89,us,us2000hd6d,2018-09-12T00:08:53.040Z,"132km N of Khapalu, Pakistan",earthquake,7.4,7.4,0.072,56,reviewed,us,us
2018-09-11T23:43:39.750Z,19.348,-154.9663333,1.81,2.77,ml,43,209,0.09245,0.11,hv,hv70588987,2018-09-12T01:09:31.020Z,"14km SSW of Leilani Estates, Hawaii",earthquake,0.7,0.64,0.131,44,reviewed,hv,hv
2018-09-11T23:40:06.570Z,33.406,-116.9475,13.96,0.75,ml,28,45,0.07254,0.16,ci,ci38057207,2018-09-12T14:29:08.497Z,"9km WSW of Aguanga, CA",earthquake,0.2,0.58,0.094,12,reviewed,ci,ci
2018-09-11T23:32:39.910Z,38.8141667,-122.7858333,1.43,1.92,md,47,37,0.004123,0.05,nc,nc73083435,2018-09-12T03:23:15.124Z,"5km NNW of The Geysers, CA",earthquake,0.11,0.2,0.282,16,reviewed,nc,nc
2018-09-11T23:24:03.480Z,38.8125,-122.785,1.57,2,md,54,42,0.003455,0.06,nc,nc73083430,2018-09-12T01:53:03.552Z,"5km NNW of The Geysers, CA",earthquake,0.11,0.17,0.143,18,reviewed,nc,nc
2018-09-11T23:24:02.950Z,51.8956,-169.4974,26.92,2.5,ml,,304,0.903,0.56,us,us2000hd6i,2018-09-12T00:17:17.040Z,"115km SE of Yunaska Island, Alaska",earthquake,10,18.7,,,reviewed,us,ak
2018-09-11T23:18:04.669Z,64.9888,-147.3853,0,1.1,ml,,,,0.58,ak,ak20251744,2018-09-11T23:21:56.506Z,"22km NNE of Badger, Alaska",earthquake,,22.1,,,automatic,ak,ak
2018-09-11T23:11:50.700Z,19.5401,-68.0988,39,2.82,md,9,291,1.0644,0.5,pr,pr2018254014,2018-09-12T08:33:21.608Z,"110km NNE of Punta Cana, Dominican Republic",earthquake,4.36,30.38,0.5,8,reviewed,pr,pr
2018-09-11T23:09:59.360Z,31.5213333,-115.5978333,10.84,2.71,ml,10,105,0.2052,0.07,ci,ci38057191,2018-09-12T15:27:59.925Z,"88km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.46,1.01,0.135,39,reviewed,ci,ci
2018-09-11T22:54:00.910Z,34.7466667,-84.9896667,19.23,2.06,md,9,84,0.1229,0.29,se,se60240456,2018-09-12T12:37:12.835Z,"3km SW of Dalton, Georgia",earthquake,1.29,3.15,0.207,7,reviewed,se,se
2018-09-11T22:52:33.059Z,68.9156,-147.4856,0.2,1.7,ml,,,,0.7,ak,ak20251731,2018-09-11T23:05:44.194Z,"118km NW of Arctic Village, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-09-11T22:50:38.308Z,68.93,-147.7434,0,1.9,ml,,,,0.73,ak,ak20251730,2018-09-11T23:04:03.662Z,"127km NW of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-09-11T22:43:51.780Z,35.9998333,-120.565,3.3,0.46,md,18,86,0.02493,0.1,nc,nc73083425,2018-09-11T22:50:27.436Z,"16km NW of Parkfield, CA",earthquake,0.28,0.56,0.125,5,reviewed,nc,nc
2018-09-11T22:41:42.109Z,64.5547,-147.8362,10.9,1.6,ml,,,,0.52,ak,ak20251723,2018-09-11T22:49:50.189Z,"30km SSW of Badger, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-09-11T22:39:13.980Z,18.4105,-67.139,25,1.93,md,5,209,0.0634,0.25,pr,pr2018254012,2018-09-12T00:09:59.608Z,"2km SE of Aguadilla, Puerto Rico",earthquake,1.64,1.59,0.32,5,reviewed,pr,pr
2018-09-11T22:35:14.970Z,37.6253333,-118.9353333,5.25,0.73,md,10,119,0.02068,0.05,nc,nc73083420,2018-09-11T22:46:56.576Z,"4km ESE of Mammoth Lakes, CA",earthquake,0.54,0.54,0.128,8,reviewed,nc,nc
2018-09-11T22:35:10.847Z,36.6934,-116.2748,3.1,0.3,ml,26,84.26,0.061,0.1356,nn,nn00656173,2018-09-12T02:06:26.258Z,"49km ESE of Beatty, Nevada",earthquake,,1.6,0.32,15,reviewed,nn,nn
2018-09-11T22:35:03.630Z,36.0665,-121.0701667,7.42,0.87,md,12,127,0.07918,0.04,nc,nc73083415,2018-09-11T22:45:25.760Z,"8km SSW of San Lucas, CA",earthquake,0.75,1.2,0.197,7,reviewed,nc,nc
2018-09-11T22:31:42.030Z,37.6598333,-118.8691667,3.7,0.77,md,10,228,0.02683,0.03,nc,nc73083410,2018-09-11T23:37:03.616Z,"10km ENE of Mammoth Lakes, CA",earthquake,1.1,1.05,0.086,9,reviewed,nc,nc
2018-09-11T22:28:10.133Z,55.8697,-153.2934,10,2.8,ml,,,,0.81,ak,ak20251718,2018-09-11T22:42:48.040Z,"145km E of Chirikof Island, Alaska",earthquake,,1,,,automatic,ak,ak
2018-09-11T22:23:36.387Z,55.9518,-153.2924,13.9,3.1,ml,,,,0.72,ak,ak20251714,2018-09-11T22:37:15.040Z,"146km E of Chirikof Island, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-09-11T22:16:04.980Z,18.9,-67.6093,4,2.68,md,13,229,0.5317,0.53,pr,pr2018254013,2018-09-12T00:10:27.528Z,"70km NW of San Antonio, Puerto Rico",earthquake,1.9,1.99,0.33,9,reviewed,pr,pr
2018-09-11T22:13:06.998Z,64.0472,-148.876,0,2.3,ml,,,,0.79,ak,ak20251705,2018-09-11T22:18:43.339Z,"21km NNE of Healy, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-09-11T22:09:51.920Z,19.3973333,-155.2783333,0.38,2.16,ml,31,40,0.00484,0.1,hv,hv70588927,2018-09-11T23:00:04.970Z,"5km SW of Volcano, Hawaii",earthquake,0.12,0.13,0.141,15,reviewed,hv,hv
2018-09-11T21:53:12.983Z,60.1739,-141.0701,9.6,0.4,ml,,,,0.47,ak,ak20251700,2018-09-11T22:15:21.606Z,"76km E of Cape Yakataga, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-09-11T21:50:36.243Z,60.0321,-141.1054,0,1.1,ml,,,,0.8,ak,ak20251697,2018-09-11T21:53:28.236Z,"73km E of Cape Yakataga, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-09-11T21:42:26.620Z,47.481,-122.6153333,3.76,1.44,ml,7,239,0.1345,0.15,uw,uw61427621,2018-09-14T01:01:33.190Z,"1km SE of Bethel, Washington",earthquake,1.4,31.61,0.24,6,reviewed,uw,uw
2018-09-11T21:35:12.370Z,37.679,-118.8651667,3.28,0.73,md,14,192,0.03464,0.04,nc,nc73083405,2018-09-11T22:42:54.512Z,"11km ENE of Mammoth Lakes, CA",earthquake,0.93,0.65,0.112,11,reviewed,nc,nc
2018-09-11T21:15:00.700Z,35.4876667,-115.5326667,-1.24,1.88,ml,12,79,0.01708,0.19,ci,ci38057127,2018-09-11T23:39:13.122Z,"19km SW of Primm, NV",quarry blast,0.59,31.61,0.214,9,reviewed,ci,ci
2018-09-11T21:10:48.880Z,33.054,-114.9846667,-0.2,1.65,ml,13,65,0.08174,0.25,ci,ci38057111,2018-09-13T18:32:17.224Z,"46km NE of Holtville, CA",quarry blast,0.61,31.61,0.133,13,reviewed,ci,ci
2018-09-11T20:59:20.854Z,69.0147,-146.6011,0,2.4,ml,,,,0.73,ak,ak20251689,2018-09-11T21:04:11.706Z,"108km NNW of Arctic Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-09-11T20:54:37.380Z,33.4898333,-116.7858333,6.13,0.81,ml,20,61,0.02554,0.11,ci,ci38057103,2018-09-11T21:01:50.193Z,"9km NE of Aguanga, CA",earthquake,0.17,0.43,0.101,11,reviewed,ci,ci
2018-09-11T20:45:05.442Z,36.1968,-115.3506,0.4,0.8,ml,19,98.26,0.162,0.1703,nn,nn00656152,2018-09-12T02:06:23.957Z,"10km NNE of Summerlin South, Nevada",earthquake,,5.7,0.47,6,reviewed,nn,nn
2018-09-11T20:40:21.500Z,37.6208333,-119.028,5.53,0.39,md,9,91,0.009635,0.09,nc,nc73083400,2018-09-11T23:29:35.986Z,"5km WSW of Mammoth Lakes, CA",earthquake,0.99,2.06,0.464,10,reviewed,nc,nc
2018-09-11T20:39:41.990Z,60.1552,-152.7003,84.1,1.1,ml,,,,0.35,ak,ak20251685,2018-09-11T20:55:49.551Z,"36km S of Redoubt Volcano, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2018-09-11T20:34:57.370Z,40.6041667,-121.5478333,1.91,0.96,md,4,317,0.09569,0.16,nc,nc73083975,2018-09-13T18:23:55.587Z,"14km NE of Viola, CA",earthquake,3.83,31.61,0.191,3,reviewed,nc,nc
2018-09-11T20:25:11.160Z,33.9503333,-116.6306667,14.79,0.89,ml,12,154,0.08913,0.08,ci,ci38057071,2018-09-11T20:49:52.255Z,"10km NW of Garnet, CA",earthquake,0.22,0.37,0.141,9,reviewed,ci,ci
2018-09-11T20:18:42.996Z,69.6381,-144.2238,0,2.2,ml,,,,0.85,ak,ak20251678,2018-09-11T20:24:44.217Z,"59km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-09-11T20:16:20.560Z,33.867,-117.4953333,-0.56,1.34,ml,18,84,0.0648,0.22,ci,ci38057063,2018-09-11T20:38:28.006Z,"3km ESE of Home Gardens, CA",quarry blast,0.48,31.61,0.188,16,reviewed,ci,ci
2018-09-11T19:59:11.684Z,69.5765,-144.2759,0,2.9,ml,,,,0.85,ak,ak20251671,2018-09-11T20:04:10.702Z,"66km SSW of Kaktovik, Alaska",earthquake,,1,,,automatic,ak,ak
2018-09-11T19:52:03.310Z,36.7676667,-112.9185,6.12,1.39,ml,6,191,0.2602,0.07,uu,uu60296262,2018-09-11T20:59:34.290Z,"25km SSE of Colorado City, Arizona",earthquake,0.96,31.61,0.015,2,reviewed,uu,uu
2018-09-11T19:42:40.970Z,44.7871667,-111.095,9.22,0.57,md,9,131,0.01217,0.15,uu,uu60296257,2018-09-11T20:21:51.090Z,"13km N of West Yellowstone, Montana",earthquake,0.66,1,0.248,6,reviewed,uu,uu
2018-09-11T19:34:16.130Z,37.6586667,-118.8925,0.81,0.23,md,8,223,0.01119,0.03,nc,nc73083385,2018-09-11T19:49:02.918Z,"8km ENE of Mammoth Lakes, CA",earthquake,0.71,0.42,0.063,6,reviewed,nc,nc
2018-09-11T19:26:56.020Z,19.4058342,-155.2819977,0.86,1.81,md,10,70,0.01193,0.1,hv,hv70588682,2018-09-11T19:30:04.110Z,"5km WSW of Volcano, Hawaii",earthquake,0.28,0.32,0.04,8,automatic,hv,hv
2018-09-11T19:19:18.322Z,69.6433,-144.296,0.8,1.7,ml,,,,0.7,ak,ak20251664,2018-09-11T19:24:14.963Z,"60km SSW of Kaktovik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-09-11T19:17:36.970Z,33.4935,-116.7915,4.78,0.57,ml,13,96,0.1025,0.1,ci,ci38056967,2018-09-11T19:52:51.772Z,"9km NE of Aguanga, CA",earthquake,0.2,1.99,0.065,7,reviewed,ci,ci
2018-09-11T19:16:21.320Z,33.492,-116.7915,4.65,0.79,ml,20,62,0.02162,0.1,ci,ci38056959,2018-09-11T20:26:40.385Z,"9km NE of Aguanga, CA",earthquake,0.14,0.35,0.063,5,reviewed,ci,ci
2018-09-11T19:10:25.250Z,34.9763333,-118.191,-0.8,1.75,ml,14,96,0.1021,0.32,ci,ci38056951,2018-09-11T19:43:07.732Z,"9km S of Mojave, CA",quarry blast,0.79,31.61,0.074,9,reviewed,ci,ci
2018-09-11T19:07:13.700Z,33.2088333,-116.7435,7.75,0.76,ml,23,46,0.02994,0.14,ci,ci38056935,2018-09-11T19:30:21.018Z,"4km SSE of Lake Henshaw, CA",earthquake,0.24,0.52,0.187,9,reviewed,ci,ci
2018-09-11T19:05:16.197Z,54.4188,-160.843,22.7,1.9,ml,,,,0.65,ak,ak20251662,2018-09-11T20:28:25.247Z,"92km WSW of Chernabura Island, Alaska",earthquake,,3.4,,,reviewed,ak,ak
2018-09-11T19:02:03.550Z,32.7738333,-116.8943333,-0.36,1.59,ml,28,90,0.05562,0.3,ci,ci38056911,2018-09-11T19:16:34.669Z,"5km NE of Rancho San Diego, CA",quarry blast,0.48,31.61,0.147,14,reviewed,ci,ci
2018-09-11T19:00:00.170Z,19.4008331,-155.6986694,-2.89,1.85,md,23,166,0.05696,0.3,hv,hv70588617,2018-09-11T19:03:14.750Z,"18km ESE of Honaunau-Napoopoo, Hawaii",earthquake,0.67,0.34,0.19,6,automatic,hv,hv
2018-09-11T18:54:07.010Z,19.7613,-155.5788,32.29,3.6,ml,,77,0.043,0.36,us,us2000hczi,2018-09-13T08:21:42.873Z,"29km SE of Waikoloa, Hawaii",earthquake,2.8,11.3,0.056,42,reviewed,us,us
2018-09-11T18:46:08.800Z,43.7043333,-122.9258333,7.84,1.43,ml,12,128,,0.13,uw,uw61427566,2018-09-14T00:47:33.720Z,"14km SE of Cottage Grove, Oregon",earthquake,0.51,10.58,0.091,6,reviewed,uw,uw
2018-09-11T18:44:46.894Z,61.4926,-146.5478,20,1.6,ml,,,,0.74,ak,ak20251653,2018-09-11T18:54:50.729Z,"41km NNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-09-11T18:39:15.760Z,33.4915,-116.7935,3.79,0.7,ml,25,44,0.02159,0.16,ci,ci38056887,2018-09-11T19:09:31.958Z,"9km NE of Aguanga, CA",earthquake,0.2,0.35,0.102,9,reviewed,ci,ci
2018-09-11T18:25:34.610Z,19.373,-68.2803,33,3.1,md,10,297,0.865,0.25,pr,pr2018254011,2018-09-11T19:06:38.768Z,"88km N of Punta Cana, Dominican Republic",earthquake,2.69,15.81,0.35,10,reviewed,pr,pr
2018-09-11T18:24:43.220Z,33.4948333,-116.7913333,3.91,0.5,ml,24,57,0.01904,0.16,ci,ci38056871,2018-09-11T18:42:42.484Z,"9km NE of Aguanga, CA",earthquake,0.22,0.42,0.161,4,reviewed,ci,ci
2018-09-11T18:14:58.130Z,36.0575,-120.6435,-0.25,1.03,md,24,111,0.03996,0.15,nc,nc73083360,2018-09-11T22:39:54.156Z,"24km E of San Ardo, CA",earthquake,0.61,3.16,0.286,9,reviewed,nc,nc
2018-09-11T18:14:01.760Z,37.7,-118.9233333,7.01,0.12,md,10,263,0.02326,0.1,nc,nc73083355,2018-09-11T19:51:29.218Z,"9km NE of Mammoth Lakes, CA",earthquake,2.12,31.61,0.172,9,reviewed,nc,nc
2018-09-11T18:12:32.467Z,69.2019,-146.6735,0,3.3,ml,,,,1.06,ak,ak20251647,2018-09-11T18:19:14.244Z,"128km NNW of Arctic Village, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-09-11T18:04:30.100Z,44.7398333,-111.7508333,11.61,0.95,ml,21,97,0.061,0.16,mb,mb80309469,2018-09-12T15:38:14.710Z,"51km W of West Yellowstone, Montana",earthquake,0.46,0.62,0.083,6,reviewed,mb,mb
2018-09-11T17:55:28.939Z,36.8801,-115.9739,7.2,-0.2,ml,10,177.07,0.027,0.1108,nn,nn00656182,2018-09-12T02:06:27.785Z,"70km E of Beatty, Nevada",earthquake,,1.4,0.5,4,reviewed,nn,nn
2018-09-11T17:49:26.290Z,33.4853333,-116.7976667,4.42,1.44,ml,56,33,0.02706,0.21,ci,ci38056831,2018-09-11T18:35:50.080Z,"8km NE of Aguanga, CA",earthquake,0.16,0.35,0.12,28,reviewed,ci,ci
2018-09-11T17:48:16.939Z,59.9658,-152.8778,97.4,1.5,ml,,,,0.69,ak,ak20251643,2018-09-11T17:53:08.726Z,"58km S of Redoubt Volcano, Alaska",earthquake,,2.3,,,automatic,ak,ak
2018-09-11T17:37:30.830Z,35.9893333,-120.8866667,9.28,0.97,md,30,91,0.03552,0.06,nc,nc73083335,2018-09-11T22:37:13.920Z,"4km SSE of San Ardo, CA",earthquake,0.32,0.4,0.157,11,reviewed,nc,nc
2018-09-11T17:31:06.612Z,61.0689,-141.7885,34.6,1.2,ml,,,,1.05,ak,ak20251631,2018-09-11T17:37:11.021Z,"117km NNE of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-09-11T17:30:14.153Z,63.0252,-150.9373,120,2.8,ml,,,,0.48,ak,ak20251622,2018-09-11T17:40:33.515Z,"88km NNW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-09-11T17:11:30.730Z,37.4856667,-121.805,5.75,1.64,md,38,63,0.03545,0.04,nc,nc73083315,2018-09-11T23:11:03.460Z,"11km NE of Milpitas, CA",earthquake,0.14,0.28,0.206,37,reviewed,nc,nc
2018-09-11T17:10:50.191Z,69.145,-144.5424,0,2.3,ml,,,,0.79,ak,ak20251619,2018-09-11T17:16:22.078Z,"115km SSW of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-09-11T17:07:36.150Z,35.5258333,-118.3186667,2.48,1,ml,15,118,0.1458,0.12,ci,ci38056807,2018-09-11T17:52:09.273Z,"17km ESE of Bodfish, CA",earthquake,0.21,1.02,0.186,9,reviewed,ci,ci
2018-09-11T17:03:50.929Z,38.7147,-119.2357,9.5,1.3,ml,18,88.23,0.263,0.1129,nn,nn00656108,2018-09-12T02:06:02.777Z,"12km SE of Smith Valley, Nevada",earthquake,,1.5,0.22,9,reviewed,nn,nn
2018-09-11T16:54:39.110Z,33.7493333,-117.4993333,10.86,1.26,ml,33,82,0.02172,0.17,ci,ci38056775,2018-09-11T17:26:10.728Z,"13km NE of Trabuco Canyon, CA",earthquake,0.23,0.32,0.221,17,reviewed,ci,ci
2018-09-11T16:53:59.585Z,64.9246,-149.0146,18.7,0.5,ml,,,,0.35,ak,ak20251612,2018-09-11T18:50:59.234Z,"38km N of North Nenana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-09-11T16:49:43.020Z,63.8779,-148.8091,106.9,2,ml,,,,0.66,ak,ak20251607,2018-09-11T17:37:11.402Z,"8km ENE of Healy, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-09-11T16:23:23.316Z,38.4267,-118.4804,12.1,0,ml,4,164.53,0.113,0.0371,nn,nn00656151,2018-09-12T02:06:19.523Z,"16km SE of Hawthorne, Nevada",earthquake,,12.4,0,1,reviewed,nn,nn
2018-09-11T16:11:29.070Z,36.2113,-97.5769,3.79,3.3,mb_lg,,48,0.28,0.09,us,us2000hcrq,2018-09-12T04:42:30.928Z,"27km WSW of Perry, Oklahoma",earthquake,1.2,6.4,0.053,93,reviewed,us,us
2018-09-11T16:10:58.030Z,36.215,-97.5673,4.06,2.7,mb_lg,,23,0.272,0.13,us,us2000hcrm,2018-09-11T17:21:19.040Z,"26km WSW of Perry, Oklahoma",earthquake,1.2,5.2,0.069,54,reviewed,us,us
2018-09-11T16:08:15.510Z,44.5378333,-122.5256667,7.43,1.17,ml,8,94,,0.19,uw,uw61427521,2018-09-13T23:22:07.080Z,"22km NE of Sweet Home, Oregon",earthquake,0.45,9.15,0.187,5,reviewed,uw,uw
2018-09-11T15:51:57.560Z,33.4918333,-116.791,4.28,0.36,ml,17,174,0.02192,0.11,ci,ci38056743,2018-09-11T17:44:27.426Z,"9km NE of Aguanga, CA",earthquake,0.23,0.26,0.077,3,reviewed,ci,ci
2018-09-11T15:43:35.420Z,37.4081667,-118.597,10.32,1.24,md,14,113,0.06113,0.02,nc,nc73083285,2018-09-11T16:49:02.240Z,"1km S of Round Valley, CA",earthquake,0.33,1.11,0.296,14,reviewed,nc,nc
2018-09-11T15:35:16.580Z,37.4278333,-121.7671667,9.08,1.1,md,22,69,0.03469,0.04,nc,nc73083280,2018-09-11T22:45:03.823Z,"9km NE of Alum Rock, CA",earthquake,0.19,0.35,0.172,19,reviewed,nc,nc
2018-09-11T15:31:02.221Z,38.3961,-118.9034,12.9,0.8,ml,6,169.92,0.345,0.1105,nn,nn00656150,2018-09-12T02:06:18.215Z,"28km WSW of Hawthorne, Nevada",earthquake,,9.9,0.03,2,reviewed,nn,nn
2018-09-11T15:24:24.900Z,37.537,-118.8663333,4.79,0.33,md,13,209,0.06064,0.04,nc,nc73083270,2018-09-11T16:07:53.362Z,"15km SE of Mammoth Lakes, CA",earthquake,0.42,1.15,0.128,10,reviewed,nc,nc
2018-09-11T15:23:19.220Z,36.9358333,-121.641,5.1,0.68,md,10,109,0.01744,0.04,nc,nc73083265,2018-09-11T23:11:30.491Z,"5km N of Aromas, CA",earthquake,0.36,0.38,0.142,8,reviewed,nc,nc
2018-09-11T15:14:08.950Z,-54.2076,-146.7044,10,5.3,mb,,47,28.777,0.86,us,us2000hcpc,2018-09-12T17:14:06.040Z,"Pacific-Antarctic Ridge",earthquake,12.8,1.7,0.065,80,reviewed,us,us
2018-09-11T15:09:27.250Z,-54.2298,-146.6441,10,5.2,mb,,45,28.767,0.77,us,us2000hcpd,2018-09-12T17:14:48.040Z,"Pacific-Antarctic Ridge",earthquake,12.9,1.8,0.069,70,reviewed,us,us
2018-09-11T15:08:50.230Z,30.4144,130.9689,45.67,4.8,mb,,129,2.703,0.61,us,us2000hcnz,2018-09-11T15:54:40.040Z,"35km S of Nishinoomote, Japan",earthquake,8.4,8.1,0.064,74,reviewed,us,us
2018-09-11T15:05:17.030Z,48.6648333,-122.1688333,14.17,2.11,ml,17,57,0.2137,0.25,uw,uw61427511,2018-09-11T23:08:18.219Z,"14km ESE of Sudden Valley, Washington",earthquake,0.43,1.22,0.109,10,reviewed,uw,uw
2018-09-11T15:04:40.060Z,35.3585,-118.4843333,4.92,1.65,ml,31,82,0.08483,0.14,ci,ci38056695,2018-09-11T17:09:39.540Z,"25km N of Tehachapi, CA",earthquake,0.21,0.48,0.235,21,reviewed,ci,ci
2018-09-11T14:42:26.950Z,19.3983326,-155.2791595,-1.12,1.89,md,13,53,0.005984,0.26,hv,hv70588377,2018-09-11T14:45:46.010Z,"5km SW of Volcano, Hawaii",earthquake,0.19,0.35,,7,automatic,hv,hv
2018-09-11T14:28:21.650Z,36.033,-120.6096667,0.19,0.62,md,20,99,0.03736,0.08,nc,nc73083260,2018-09-11T18:24:44.831Z,"22km NW of Parkfield, CA",earthquake,0.44,1.37,0.073,4,reviewed,nc,nc
2018-09-11T14:18:32.830Z,36.0355,-120.6003333,4.54,0.54,md,17,121,0.03341,0.04,nc,nc73083255,2018-09-11T18:17:13.833Z,"22km NW of Parkfield, CA",earthquake,0.36,0.58,0.103,5,reviewed,nc,nc
